bandits,model,algorithm,prompt_type,standard_deviation,accuracy,game,model_prompt_name
"[<__main__.GaussianBandit object at 0x00000276DC8A9690>, <__main__.GaussianBandit object at 0x00000276DC8A9650>, <__main__.GaussianBandit object at 0x00000276DC8A95D0>]",gpt-3.5-turbo,random,cot,67,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8A9B90>, <__main__.GaussianBandit object at 0x00000276DC8A9AD0>, <__main__.GaussianBandit object at 0x00000276DC8A9B50>]",gpt-3.5-turbo,random,cot,69,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8AA090>, <__main__.GaussianBandit object at 0x00000276DC8AA0D0>, <__main__.GaussianBandit object at 0x00000276DC8AA010>]",gpt-3.5-turbo,intuitive,cot,59,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8AA610>, <__main__.GaussianBandit object at 0x00000276DC8AA550>, <__main__.GaussianBandit object at 0x00000276DC8AA5D0>]",gpt-3.5-turbo,intuitive,cot,61,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8AAAD0>, <__main__.GaussianBandit object at 0x00000276DC8AAA50>, <__main__.GaussianBandit object at 0x00000276DC8AAB10>]",gpt-3.5-turbo,intuitive,cot,63,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8AB050>, <__main__.GaussianBandit object at 0x00000276DC8AAF90>, <__main__.GaussianBandit object at 0x00000276DC8AB010>]",gpt-3.5-turbo,intuitive,cot,65,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8AB550>, <__main__.GaussianBandit object at 0x00000276DC8AB490>, <__main__.GaussianBandit object at 0x00000276DC8AB510>]",gpt-3.5-turbo,intuitive,cot,67,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8ABA50>, <__main__.GaussianBandit object at 0x00000276DC8AB990>, <__main__.GaussianBandit object at 0x00000276DC8ABA10>]",gpt-3.5-turbo,intuitive,cot,69,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8ABF50>, <__main__.GaussianBandit object at 0x00000276DC8ABF10>, <__main__.GaussianBandit object at 0x00000276DC8ABE90>]",gpt-3.5-turbo,greedy,cot,59,0.9166666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8B8410>, <__main__.GaussianBandit object at 0x00000276DC8B84D0>, <__main__.GaussianBandit object at 0x00000276DC8B8490>]",gpt-3.5-turbo,greedy,cot,61,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8B89D0>, <__main__.GaussianBandit object at 0x00000276DC8B8950>, <__main__.GaussianBandit object at 0x00000276DC8B8A10>]",gpt-3.5-turbo,greedy,cot,63,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8B8F10>, <__main__.GaussianBandit object at 0x00000276DC8B8F50>, <__main__.GaussianBandit object at 0x00000276DC8B8E90>]",gpt-3.5-turbo,greedy,cot,65,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8B9490>, <__main__.GaussianBandit object at 0x00000276DC8B93D0>, <__main__.GaussianBandit object at 0x00000276DC8B9450>]",gpt-3.5-turbo,greedy,cot,67,0.0,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8B99D0>, <__main__.GaussianBandit object at 0x00000276DC8B9910>, <__main__.GaussianBandit object at 0x00000276DC8B9990>]",gpt-3.5-turbo,greedy,cot,69,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8B9ED0>, <__main__.GaussianBandit object at 0x00000276DC8B9E90>, <__main__.GaussianBandit object at 0x00000276DC8B9E10>]",gpt-3.5-turbo,ucb,cot,59,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8BA350>, <__main__.GaussianBandit object at 0x00000276DC8BA3D0>, <__main__.GaussianBandit object at 0x00000276DC8BA410>]",gpt-3.5-turbo,ucb,cot,61,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8BA850>, <__main__.GaussianBandit object at 0x00000276DC8BA910>, <__main__.GaussianBandit object at 0x00000276DC8BA8D0>]",gpt-3.5-turbo,ucb,cot,63,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8BAE10>, <__main__.GaussianBandit object at 0x00000276DC8BAE50>, <__main__.GaussianBandit object at 0x00000276DC8BAD90>]",gpt-3.5-turbo,ucb,cot,65,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8BB350>, <__main__.GaussianBandit object at 0x00000276DC8BB290>, <__main__.GaussianBandit object at 0x00000276DC8BB310>]",gpt-3.5-turbo,ucb,cot,67,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8BB810>, <__main__.GaussianBandit object at 0x00000276DC8BB850>, <__main__.GaussianBandit object at 0x00000276DC8BB790>]",gpt-3.5-turbo,ucb,cot,69,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8BBD50>, <__main__.GaussianBandit object at 0x00000276DC8BBC90>, <__main__.GaussianBandit object at 0x00000276DC8BBD10>]",gpt-3.5-turbo,random,singletoken,59,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C0290>, <__main__.GaussianBandit object at 0x00000276DC8C0210>, <__main__.GaussianBandit object at 0x00000276DC8C02D0>]",gpt-3.5-turbo,random,singletoken,61,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C0790>, <__main__.GaussianBandit object at 0x00000276DC8C07D0>, <__main__.GaussianBandit object at 0x00000276DC8C0710>]",gpt-3.5-turbo,random,singletoken,63,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C0C90>, <__main__.GaussianBandit object at 0x00000276DC8C0C10>, <__main__.GaussianBandit object at 0x00000276DC8C0CD0>]",gpt-3.5-turbo,random,singletoken,65,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C1210>, <__main__.GaussianBandit object at 0x00000276DC8C11D0>, <__main__.GaussianBandit object at 0x00000276DC8C1150>]",gpt-3.5-turbo,random,singletoken,67,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C1750>, <__main__.GaussianBandit object at 0x00000276DC8C1690>, <__main__.GaussianBandit object at 0x00000276DC8C1710>]",gpt-3.5-turbo,random,singletoken,69,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C1C90>, <__main__.GaussianBandit object at 0x00000276DC8C1BD0>, <__main__.GaussianBandit object at 0x00000276DC8C1C50>]",gpt-3.5-turbo,intuitive,singletoken,59,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C2190>, <__main__.GaussianBandit object at 0x00000276DC8C2110>, <__main__.GaussianBandit object at 0x00000276DC8C21D0>]",gpt-3.5-turbo,intuitive,singletoken,61,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C26D0>, <__main__.GaussianBandit object at 0x00000276DC8C2710>, <__main__.GaussianBandit object at 0x00000276DC8C2650>]",gpt-3.5-turbo,intuitive,singletoken,63,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C2C10>, <__main__.GaussianBandit object at 0x00000276DC8C2BD0>, <__main__.GaussianBandit object at 0x00000276DC8C2B50>]",gpt-3.5-turbo,intuitive,singletoken,65,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C3110>, <__main__.GaussianBandit object at 0x00000276DC8C3050>, <__main__.GaussianBandit object at 0x00000276DC8C30D0>]",gpt-3.5-turbo,intuitive,singletoken,67,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C3550>, <__main__.GaussianBandit object at 0x00000276DC8C35D0>, <__main__.GaussianBandit object at 0x00000276DC8C3610>]",gpt-3.5-turbo,intuitive,singletoken,69,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C3B50>, <__main__.GaussianBandit object at 0x00000276DC8C3B10>, <__main__.GaussianBandit object at 0x00000276DC8C3A90>]",gpt-3.5-turbo,greedy,singletoken,59,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C8090>, <__main__.GaussianBandit object at 0x00000276DC8C8050>, <__main__.GaussianBandit object at 0x00000276DC8C3F90>]",gpt-3.5-turbo,greedy,singletoken,61,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C8550>, <__main__.GaussianBandit object at 0x00000276DC8C84D0>, <__main__.GaussianBandit object at 0x00000276DC8C8590>]",gpt-3.5-turbo,greedy,singletoken,63,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C8A90>, <__main__.GaussianBandit object at 0x00000276DC8C8AD0>, <__main__.GaussianBandit object at 0x00000276DC8C8A10>]",gpt-3.5-turbo,greedy,singletoken,65,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C8FD0>, <__main__.GaussianBandit object at 0x00000276DC8C8F10>, <__main__.GaussianBandit object at 0x00000276DC8C8F90>]",gpt-3.5-turbo,greedy,singletoken,67,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C9450>, <__main__.GaussianBandit object at 0x00000276DC8C9510>, <__main__.GaussianBandit object at 0x00000276DC8C94D0>]",gpt-3.5-turbo,greedy,singletoken,69,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C9A50>, <__main__.GaussianBandit object at 0x00000276DC8C9A10>, <__main__.GaussianBandit object at 0x00000276DC8C9990>]",gpt-3.5-turbo,ucb,singletoken,59,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8C9F50>, <__main__.GaussianBandit object at 0x00000276DC8C9F90>, <__main__.GaussianBandit object at 0x00000276DC8C9ED0>]",gpt-3.5-turbo,ucb,singletoken,61,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8CA4D0>, <__main__.GaussianBandit object at 0x00000276DC8CA410>, <__main__.GaussianBandit object at 0x00000276DC8CA490>]",gpt-3.5-turbo,ucb,singletoken,63,0.08333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8CAA10>, <__main__.GaussianBandit object at 0x00000276DC8CA9D0>, <__main__.GaussianBandit object at 0x00000276DC8CA950>]",gpt-3.5-turbo,ucb,singletoken,65,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8CAF10>, <__main__.GaussianBandit object at 0x00000276DC8CAE90>, <__main__.GaussianBandit object at 0x00000276DC8CAF50>]",gpt-3.5-turbo,ucb,singletoken,67,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8CB3D0>, <__main__.GaussianBandit object at 0x00000276DC8CB490>, <__main__.GaussianBandit object at 0x00000276DC8CB450>]",gpt-3.5-turbo,ucb,singletoken,69,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8CB910>, <__main__.GaussianBandit object at 0x00000276DC8CB9D0>, <__main__.GaussianBandit object at 0x00000276DC8CB990>]",gpt-4-turbo,random,cot,59,0.25,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8CBED0>, <__main__.GaussianBandit object at 0x00000276DC8CBE50>, <__main__.GaussianBandit object at 0x00000276DC8CBF10>]",gpt-4-turbo,random,cot,61,0.9166666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8D8450>, <__main__.GaussianBandit object at 0x00000276DC8D8490>, <__main__.GaussianBandit object at 0x00000276DC8D83D0>]",gpt-4-turbo,random,cot,63,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8D8990>, <__main__.GaussianBandit object at 0x00000276DC8D8910>, <__main__.GaussianBandit object at 0x00000276DC8D89D0>]",gpt-4-turbo,random,cot,65,0.3333333333333333,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8D8F10>, <__main__.GaussianBandit object at 0x00000276DC8D8E50>, <__main__.GaussianBandit object at 0x00000276DC8D8ED0>]",gpt-4-turbo,random,cot,67,0.4166666666666667,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8D93D0>, <__main__.GaussianBandit object at 0x00000276DC8D9350>, <__main__.GaussianBandit object at 0x00000276DC8D9410>]",gpt-4-turbo,random,cot,69,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8D9910>, <__main__.GaussianBandit object at 0x00000276DC8D9890>, <__main__.GaussianBandit object at 0x00000276DC8D9950>]",gpt-4-turbo,intuitive,cot,59,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8D9E50>, <__main__.GaussianBandit object at 0x00000276DC8D9E90>, <__main__.GaussianBandit object at 0x00000276DC8D9DD0>]",gpt-4-turbo,intuitive,cot,61,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8DA3D0>, <__main__.GaussianBandit object at 0x00000276DC8DA310>, <__main__.GaussianBandit object at 0x00000276DC8DA390>]",gpt-4-turbo,intuitive,cot,63,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8DA810>, <__main__.GaussianBandit object at 0x00000276DC8DA8D0>, <__main__.GaussianBandit object at 0x00000276DC8DA890>]",gpt-4-turbo,intuitive,cot,65,0.16666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8DAD90>, <__main__.GaussianBandit object at 0x00000276DC8DAD10>, <__main__.GaussianBandit object at 0x00000276DC8DADD0>]",gpt-4-turbo,intuitive,cot,67,0.5,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8DB210>, <__main__.GaussianBandit object at 0x00000276DC8DB290>, <__main__.GaussianBandit object at 0x00000276DC8DB2D0>]",gpt-4-turbo,intuitive,cot,69,0.6666666666666666,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8DB750>, <__main__.GaussianBandit object at 0x00000276DC8DB810>, <__main__.GaussianBandit object at 0x00000276DC8DB7D0>]",gpt-4-turbo,greedy,cot,59,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8DBD10>, <__main__.GaussianBandit object at 0x00000276DC8DBCD0>, <__main__.GaussianBandit object at 0x00000276DC8DBC50>]",gpt-4-turbo,greedy,cot,61,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8E4250>, <__main__.GaussianBandit object at 0x00000276DC8E4190>, <__main__.GaussianBandit object at 0x00000276DC8E4210>]",gpt-4-turbo,greedy,cot,63,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8E4690>, <__main__.GaussianBandit object at 0x00000276DC8E4710>, <__main__.GaussianBandit object at 0x00000276DC8E4750>]",gpt-4-turbo,greedy,cot,65,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8E4C50>, <__main__.GaussianBandit object at 0x00000276DC8E4BD0>, <__main__.GaussianBandit object at 0x00000276DC8E4C90>]",gpt-4-turbo,greedy,cot,67,0.75,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8E5110>, <__main__.GaussianBandit object at 0x00000276DC8E5190>, <__main__.GaussianBandit object at 0x00000276DC8E51D0>]",gpt-4-turbo,greedy,cot,69,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8E56D0>, <__main__.GaussianBandit object at 0x00000276DC8E5710>, <__main__.GaussianBandit object at 0x00000276DC8E5650>]",gpt-4-turbo,ucb,cot,59,0.8333333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8E5C10>, <__main__.GaussianBandit object at 0x00000276DC8E5C50>, <__main__.GaussianBandit object at 0x00000276DC8E5B90>]",gpt-4-turbo,ucb,cot,61,0.5833333333333334,game data removed to save disk size,
"[<__main__.GaussianBandit object at 0x00000276DC8E6150>, <__main__.GaussianBandit object at 0x00000276DC8E6190>, <__main__.GaussianBandit object at 0x00000276DC8E60D0>]",gpt-4-turbo,ucb,cot,63,0.08333333333333333,game data removed to save disk size,
